58040.4	1.39603e+08	4.99176e+07	2.16178e+07
58043.4	1.36594e+08	5.62977e+07	2.43895e+07
58044.5	1.35371e+08	5.86513e+07	2.5409e+07
58044.5	1.35371e+08	5.86513e+07	2.5409e+07
58044.5	1.35341e+08	5.87086e+07	2.54339e+07
58044.5	1.35341e+08	5.87086e+07	2.54339e+07
58045.4	1.34308e+08	6.06137e+07	2.6261e+07
58045.4	1.34308e+08	6.06137e+07	2.6261e+07
58045.4	1.34294e+08	6.06375e+07	2.62713e+07
58045.4	1.34294e+08	6.06375e+07	2.62713e+07
58045.4	1.34281e+08	6.06614e+07	2.62817e+07
58045.4	1.34281e+08	6.06614e+07	2.62817e+07
58045.4	1.34268e+08	6.06855e+07	2.62921e+07
58045.4	1.34268e+08	6.06855e+07	2.62921e+07
58045.9	1.33768e+08	6.16003e+07	2.66889e+07
58045.9	1.33764e+08	6.16057e+07	2.66914e+07
58045.9	1.33764e+08	6.16062e+07	2.66917e+07
58045.9	1.33763e+08	6.16078e+07	2.66924e+07
58045.9	1.33763e+08	6.16092e+07	2.66928e+07
58045.9	1.33758e+08	6.16179e+07	2.66965e+07
58045.9	1.33674e+08	6.17673e+07	2.67617e+07
58045.9	1.33674e+08	6.17673e+07	2.67617e+07
58045.9	1.33671e+08	6.17736e+07	2.67644e+07
58045.9	1.33671e+08	6.17736e+07	2.67644e+07
58046.2	1.33392e+08	6.22481e+07	2.69729e+07
58046.2	1.33391e+08	6.22501e+07	2.69738e+07
58046.2	1.3339e+08	6.22522e+07	2.69747e+07
58046.2	1.33389e+08	6.22543e+07	2.69756e+07
58047.2	1.32108e+08	6.44469e+07	2.79268e+07
58047.2	1.32105e+08	6.44522e+07	2.79291e+07
58047.2	1.32102e+08	6.44574e+07	2.79314e+07
58047.4	1.3192e+08	6.47611e+07	2.8063e+07
58047.4	1.31916e+08	6.47679e+07	2.8066e+07
58047.4	1.31912e+08	6.47747e+07	2.8069e+07
58048.3	1.30752e+08	6.66704e+07	2.88913e+07
58048.3	1.30747e+08	6.66789e+07	2.8895e+07
58048.3	1.30741e+08	6.6687e+07	2.88985e+07
58048.4	1.30652e+08	6.68236e+07	2.89551e+07
58048.4	1.3065e+08	6.6826e+07	2.89561e+07
58048.4	1.30649e+08	6.68289e+07	2.89573e+07
58048.5	1.3053e+08	6.70215e+07	2.90327e+07
58048.5	1.30524e+08	6.70313e+07	2.90369e+07
58048.5	1.30518e+08	6.70412e+07	2.90412e+07
58049.2	1.29591e+08	6.84999e+07	2.9685e+07
58049.2	1.29582e+08	6.85146e+07	2.96914e+07
58049.2	1.29573e+08	6.85292e+07	2.96978e+07
58049.4	1.29327e+08	6.88992e+07	2.98552e+07
58049.4	1.29326e+08	6.89017e+07	2.98563e+07
58049.4	1.29324e+08	6.89044e+07	2.98575e+07
58050.2	1.28189e+08	7.06239e+07	3.06057e+07
58050.2	1.28182e+08	7.06345e+07	3.06103e+07
58050.2	1.28175e+08	7.0645e+07	3.06148e+07
58050.2	1.28168e+08	7.06555e+07	3.06194e+07
58051	1.27079e+08	7.22562e+07	3.13081e+07
58051.1	1.27071e+08	7.22676e+07	3.13131e+07
58051.1	1.27056e+08	7.22904e+07	3.1323e+07
58051.1	1.26985e+08	7.23916e+07	3.13668e+07
58051.1	1.26977e+08	7.24026e+07	3.13716e+07
58051.2	1.26863e+08	7.25581e+07	3.14444e+07
58051.2	1.26847e+08	7.25818e+07	3.14546e+07
58051.2	1.2683e+08	7.26054e+07	3.14649e+07
58051.2	1.26812e+08	7.26309e+07	3.14762e+07
58051.2	1.26799e+08	7.265e+07	3.14842e+07
58051.2	1.26795e+08	7.26553e+07	3.14866e+07
58051.2	1.26795e+08	7.26562e+07	3.14871e+07
58051.2	1.26791e+08	7.26609e+07	3.1489e+07
58051.3	1.26787e+08	7.26666e+07	3.14915e+07
58051.9	1.25905e+08	7.39241e+07	3.20337e+07
58051.9	1.25876e+08	7.39646e+07	3.20512e+07
58051.9	1.25866e+08	7.3978e+07	3.2057e+07
58052	1.25762e+08	7.41247e+07	3.2121e+07
58052	1.25759e+08	7.41281e+07	3.21224e+07
58052	1.25757e+08	7.41315e+07	3.21239e+07
58052	1.25714e+08	7.4191e+07	3.21497e+07
58052	1.25712e+08	7.41943e+07	3.21511e+07
58052	1.25709e+08	7.41977e+07	3.21526e+07
58052	1.25682e+08	7.42361e+07	3.21692e+07
58052	1.25679e+08	7.42395e+07	3.21707e+07
58052.1	1.25597e+08	7.43404e+07	3.22171e+07
58052.1	1.25594e+08	7.43437e+07	3.22186e+07
58052.1	1.25589e+08	7.43513e+07	3.22219e+07
58052.1	1.25586e+08	7.43546e+07	3.22233e+07
58052.1	1.25541e+08	7.44259e+07	3.22489e+07
58052.1	1.25534e+08	7.44354e+07	3.2253e+07
58052.1	1.25528e+08	7.44448e+07	3.22571e+07
58052.2	1.25468e+08	7.45275e+07	3.22929e+07
58052.2	1.25375e+08	7.46469e+07	3.23501e+07
58052.2	1.25372e+08	7.46519e+07	3.23523e+07
58052.3	1.25368e+08	7.4657e+07	3.23545e+07
58052.3	1.25364e+08	7.4662e+07	3.23567e+07
58052.3	1.25316e+08	7.47278e+07	3.23852e+07
58052.3	1.25311e+08	7.47349e+07	3.23882e+07
58052.3	1.25306e+08	7.4742e+07	3.23913e+07
58052.3	1.25304e+08	7.47451e+07	3.23926e+07
58052.3	1.25298e+08	7.47524e+07	3.23958e+07
58052.3	1.25297e+08	7.47542e+07	3.23966e+07
58052.3	1.25284e+08	7.47715e+07	3.24041e+07
58052.3	1.25284e+08	7.47726e+07	3.24046e+07
58052.3	1.25279e+08	7.47789e+07	3.24073e+07
58052.3	1.25274e+08	7.47862e+07	3.24105e+07
58052.8	1.24545e+08	7.57883e+07	3.28422e+07
58052.8	1.24527e+08	7.58122e+07	3.28526e+07
58052.8	1.24509e+08	7.58361e+07	3.2863e+07
58052.9	1.24442e+08	7.59301e+07	3.28957e+07
58052.9	1.24438e+08	7.59358e+07	3.28982e+07
58052.9	1.24436e+08	7.59376e+07	3.2899e+07
58052.9	1.24432e+08	7.59433e+07	3.29015e+07
58053.1	1.24092e+08	7.6388e+07	3.31052e+07
58053.1	1.24067e+08	7.64204e+07	3.31193e+07
58053.2	1.24042e+08	7.64533e+07	3.31336e+07
58053.2	1.23965e+08	7.6556e+07	3.31781e+07
58053.2	1.23918e+08	7.66186e+07	3.32052e+07
58053.3	1.23882e+08	7.66583e+07	3.32198e+07
58053.3	1.23862e+08	7.66847e+07	3.32313e+07
58053.3	1.23862e+08	7.66897e+07	3.32358e+07
58053.3	1.23856e+08	7.66969e+07	3.3239e+07
58053.3	1.23851e+08	7.67042e+07	3.32421e+07
58053.3	1.23829e+08	7.6727e+07	3.32497e+07
58053.3	1.23792e+08	7.67771e+07	3.32714e+07
58053.4	1.23715e+08	7.68779e+07	3.33151e+07
58053.8	1.23119e+08	7.76735e+07	3.36605e+07
58053.9	1.23e+08	7.78326e+07	3.37206e+07
58053.9	1.2299e+08	7.78449e+07	3.3726e+07
58053.9	1.22989e+08	7.78467e+07	3.37267e+07
58053.9	1.22986e+08	7.78502e+07	3.37283e+07
58053.9	1.22973e+08	7.78672e+07	3.37356e+07
58053.9	1.2297e+08	7.78707e+07	3.37371e+07
58053.9	1.22968e+08	7.78743e+07	3.37387e+07
58053.9	1.22939e+08	7.79074e+07	3.37619e+07
58054	1.22731e+08	7.8176e+07	3.38784e+07
58054.2	1.22511e+08	7.84484e+07	3.39986e+07
58054.2	1.22495e+08	7.847e+07	3.4008e+07
